Frame,Time (Seconds),X,Y,Z,,,,,,,,,,,,,,
392,13.066667,0.474967,-0.002652,0.031204,,,,,,,,,,,,,,
393,13.1,0.474947,-0.002663,0.031146,,,,,,,,,,,,,,
394,13.133333,0.474869,-0.0027,0.030811,,,,,,,,,,,,,,
395,13.166667,0.474719,-0.002854,0.030124,,,,,,,,,,,,,,
396,13.2,0.474602,-0.003032,0.029527,,,,,,,,,,,,,,
397,13.233333,0.474483,-0.003157,0.029164,,,,,,,,,,,,,,
398,13.266667,0.474473,-0.003179,0.028913,,,,,,,,,,,,,,
399,13.3,0.474426,-0.003222,0.028881,,,,,,,,,,,,,,
400,13.333333,0.474371,-0.00333,0.028406,,,,,,,,,,,,,,
401,13.366667,0.474372,-0.003323,0.028528,,,,,,,,,,,,,,
402,13.4,0.474368,-0.003308,0.028864,,,,,,,,,,,,,,
403,13.433333,0.47439,-0.003346,0.028711,,,,,,,,,,,,,,
404,13.466667,0.474419,-0.00344,0.028406,,,,,,,,,,,,,,
405,13.5,0.474437,-0.00346,0.028391,,,,,,,,,,,,,,
406,13.533333,0.474424,-0.003463,0.028655,,,,,,,,,,,,,,
407,13.566667,0.47442,-0.003448,0.028757,,,,,,,,,,,,,,
408,13.6,0.474439,-0.003457,0.028599,,,,,,,,,,,,,,
409,13.633333,0.474427,-0.003466,0.028609,,,,,,,,,,,,,,
410,13.666667,0.474424,-0.003428,0.028881,,,,,,,,,,,,,,
411,13.7,0.474413,-0.003355,0.029516,,,,,,,,,,,,,,
412,13.733333,0.474181,-0.002945,0.030516,,,,,,,,,,,,,,
413,13.766667,0.473946,-0.00262,0.031749,,,,,,,,,,,,,,
414,13.8,0.473558,-0.002373,0.033278,,,,,,,,,,,,,,
415,13.833333,0.473281,-0.002368,0.034384,,,,,,,,,,,,,,
416,13.866667,0.473117,-0.002249,0.034753,,,,,,,,,,,,,,
417,13.9,0.473063,-0.002152,0.034769,,,,,,,,,,,,,,
418,13.933333,0.472834,-0.001917,0.035507,,,,,,,,,,,,,,
419,13.966667,0.472668,-0.001987,0.036677,,,,,,,,,,,,,,
420,14,0.472558,-0.002036,0.03681,,,,,,,,,,,,,,
421,14.033333,0.472627,-0.001831,0.036302,,,,,,,,,,,,,,
422,14.066667,0.472635,-0.001784,0.036112,,,,,,,,,,,,,,
423,14.1,0.472679,-0.00192,0.036352,,,,,,,,,,,,,,
424,14.133333,0.472612,-0.001825,0.036384,,,,,,,,,,,,,,
425,14.166667,0.472683,-0.001823,0.036065,,,,,,,,,,,,,,
426,14.2,0.472671,-0.001816,0.036149,,,,,,,,,,,,,,
427,14.233333,0.472674,-0.001827,0.036209,,,,,,,,,,,,,,
428,14.266667,0.472709,-0.001832,0.035999,,,,,,,,,,,,,,
429,14.3,0.472693,-0.001809,0.035988,,,,,,,,,,,,,,
430,14.333333,0.472718,-0.001861,0.036054,,,,,,,,,,,,,,
431,14.366667,0.472718,-0.001832,0.035955,,,,,,,,,,,,,,
432,14.4,0.472725,-0.001816,0.035883,,,,,,,,,,,,,,
433,14.433333,0.472741,-0.00185,0.035926,,,,,,,,,,,,,,
434,14.466667,0.472732,-0.001835,0.035903,,,,,,,,,,,,,,
435,14.5,0.472749,-0.001824,0.035814,,,,,,,,,,,,,,
436,14.533333,0.472752,-0.001835,0.035832,,,,,,,,,,,,,,
437,14.566667,0.472753,-0.001837,0.035842,,,,,,,,,,,,,,
438,14.6,0.472763,-0.001833,0.035772,,,,,,,,,,,,,,
439,14.633333,0.472765,-0.00183,0.035762,,,,,,,,,,,,,,
440,14.666667,0.472769,-0.001841,0.035777,,,,,,,,,,,,,,
441,14.7,0.472775,-0.001837,0.035734,,,,,,,,,,,,,,
442,14.733333,0.472777,-0.001842,0.0357,,,,,,,,,,,,,,
443,14.766667,0.472783,-0.001854,0.035715,,,,,,,,,,,,,,
444,14.8,0.472784,-0.001848,0.03569,,,,,,,,,,,,,,
445,14.833333,0.472789,-0.001844,0.035648,,,,,,,,,,,,,,
446,14.866667,0.472792,-0.001847,0.035654,,,,,,,,,,,,,,
447,14.9,0.472795,-0.001849,0.035645,,,,,,,,,,,,,,
448,14.933333,0.472796,-0.001851,0.035615,,,,,,,,,,,,,,
449,14.966667,0.472799,-0.001853,0.035612,,,,,,,,,,,,,,
450,15,0.472805,-0.001854,0.035607,,,,,,,,,,,,,,
451,15.033333,0.472819,-0.001881,0.035547,,,,,,,,,,,,,,
452,15.066667,0.472857,-0.001946,0.035356,,,,,,,,,,,,,,
453,15.1,0.472957,-0.002117,0.034872,,,,,,,,,,,,,,
454,15.133333,0.473079,-0.002239,0.034042,,,,,,,,,,,,,,
455,15.166667,0.473354,-0.002481,0.033091,,,,,,,,,,,,,,
456,15.2,0.473528,-0.002755,0.032174,,,,,,,,,,,,,,
457,15.233333,0.473627,-0.00311,0.031479,,,,,,,,,,,,,,
458,15.266667,0.473648,-0.0032,0.031236,,,,,,,,,,,,,,
459,15.3,0.473645,-0.003238,0.031272,,,,,,,,,,,,,,
460,15.333333,0.47364,-0.003294,0.031103,,,,,,,,,,,,,,
461,15.366667,0.47363,-0.003324,0.030759,,,,,,,,,,,,,,
462,15.4,0.473631,-0.003345,0.030558,,,,,,,,,,,,,,
463,15.433333,0.473627,-0.003328,0.030628,,,,,,,,,,,,,,
464,15.466667,0.473631,-0.003292,0.030764,,,,,,,,,,,,,,
465,15.5,0.473629,-0.00332,0.030673,,,,,,,,,,,,,,
466,15.533333,0.473632,-0.003324,0.030612,,,,,,,,,,,,,,
467,15.566667,0.473632,-0.003294,0.03075,,,,,,,,,,,,,,
468,15.6,0.47362,-0.003288,0.030949,,,,,,,,,,,,,,
469,15.633333,0.47362,-0.003259,0.031401,,,,,,,,,,,,,,
470,15.666667,0.473652,-0.003281,0.032056,,,,,,,,,,,,,,
471,15.7,0.473814,-0.003235,0.032549,,,,,,,,,,,,,,
472,15.733333,0.474013,-0.00317,0.03296,,,,,,,,,,,,,,
473,15.766667,0.474181,-0.003023,0.033653,,,,,,,,,,,,,,
474,15.8,0.474407,-0.002781,0.034411,,,,,,,,,,,,,,
475,15.833333,0.474514,-0.002787,0.034675,,,,,,,,,,,,,,
476,15.866667,0.474678,-0.002599,0.034804,,,,,,,,,,,,,,
477,15.9,0.474735,-0.002613,0.035095,,,,,,,,,,,,,,
478,15.933333,0.474786,-0.002553,0.035366,,,,,,,,,,,,,,
479,15.966667,0.474831,-0.002505,0.035269,,,,,,,,,,,,,,
480,16,0.474742,-0.002554,0.035046,,,,,,,,,,,,,,
481,16.033333,0.474732,-0.002572,0.035092,,,,,,,,,,,,,,
482,16.066667,0.474757,-0.002544,0.035051,,,,,,,,,,,,,,
483,16.1,0.474698,-0.002618,0.034944,,,,,,,,,,,,,,
484,16.133333,0.474702,-0.002597,0.034966,,,,,,,,,,,,,,
485,16.166667,0.474702,-0.002607,0.03489,,,,,,,,,,,,,,
486,16.2,0.474672,-0.002621,0.034843,,,,,,,,,,,,,,
487,16.233333,0.474672,-0.002628,0.034844,,,,,,,,,,,,,,
488,16.266667,0.474675,-0.002617,0.034809,,,,,,,,,,,,,,
489,16.3,0.474658,-0.00262,0.034793,,,,,,,,,,,,,,
490,16.333333,0.474656,-0.002621,0.034787,,,,,,,,,,,,,,
491,16.366667,0.474654,-0.00262,0.034752,,,,,,,,,,,,,,
492,16.4,0.474646,-0.002625,0.034749,,,,,,,,,,,,,,
493,16.433333,0.474645,-0.002625,0.034738,,,,,,,,,,,,,,
494,16.466667,0.474641,-0.002619,0.034716,,,,,,,,,,,,,,
495,16.5,0.474639,-0.002624,0.034718,,,,,,,,,,,,,,
496,16.533333,0.474638,-0.002623,0.034698,,,,,,,,,,,,,,
497,16.566667,0.474633,-0.002625,0.034685,,,,,,,,,,,,,,
498,16.6,0.474631,-0.002629,0.034679,,,,,,,,,,,,,,
499,16.633333,0.474628,-0.002625,0.034666,,,,,,,,,,,,,,
500,16.666667,0.474626,-0.002625,0.034657,,,,,,,,,,,,,,
501,16.7,0.474622,-0.002629,0.034651,,,,,,,,,,,,,,
502,16.733333,0.474621,-0.002625,0.034637,,,,,,,,,,,,,,
503,16.766667,0.474618,-0.002631,0.034631,,,,,,,,,,,,,,
504,16.8,0.474617,-0.002632,0.03463,,,,,,,,,,,,,,
505,16.833333,0.474615,-0.00263,0.034616,,,,,,,,,,,,,,
506,16.866667,0.474614,-0.002628,0.03461,,,,,,,,,,,,,,
507,16.9,0.474611,-0.002629,0.034606,,,,,,,,,,,,,,
508,16.933333,0.474609,-0.002632,0.034592,,,,,,,,,,,,,,
509,16.966667,0.474575,-0.002643,0.034446,,,,,,,,,,,,,,
510,17,0.474496,-0.002788,0.034035,,,,,,,,,,,,,,
511,17.033333,0.474415,-0.002827,0.033422,,,,,,,,,,,,,,
512,17.066667,0.474203,-0.003102,0.032952,,,,,,,,,,,,,,
513,17.1,0.474154,-0.003192,0.032465,,,,,,,,,,,,,,
514,17.133333,0.474148,-0.003207,0.032334,,,,,,,,,,,,,,
515,17.166667,0.474121,-0.00325,0.032067,,,,,,,,,,,,,,
516,17.2,0.474122,-0.00332,0.03172,,,,,,,,,,,,,,
517,17.233333,0.474136,-0.00331,0.031998,,,,,,,,,,,,,,
518,17.266667,0.474149,-0.003333,0.032177,,,,,,,,,,,,,,
519,17.3,0.474147,-0.003401,0.031881,,,,,,,,,,,,,,
520,17.333333,0.47416,-0.003473,0.031704,,,,,,,,,,,,,,
521,17.366667,0.474162,-0.003444,0.031877,,,,,,,,,,,,,,
522,17.4,0.474161,-0.003436,0.032082,,,,,,,,,,,,,,
523,17.433333,0.474163,-0.003441,0.031995,,,,,,,,,,,,,,
524,17.466667,0.474158,-0.00345,0.031893,,,,,,,,,,,,,,
525,17.5,0.474155,-0.003432,0.032063,,,,,,,,,,,,,,
526,17.533333,0.474132,-0.003403,0.032369,,,,,,,,,,,,,,
527,17.566667,0.474077,-0.003288,0.033151,,,,,,,,,,,,,,
528,17.6,0.473802,-0.002844,0.0342,,,,,,,,,,,,,,
529,17.633333,0.473556,-0.00255,0.035572,,,,,,,,,,,,,,
530,17.666667,0.473161,-0.002342,0.037089,,,,,,,,,,,,,,
531,17.7,0.472977,-0.002383,0.037919,,,,,,,,,,,,,,
532,17.733333,0.472815,-0.002183,0.038091,,,,,,,,,,,,,,
533,17.766667,0.472782,-0.002166,0.0382,,,,,,,,,,,,,,
534,17.8,0.472446,-0.001963,0.039174,,,,,,,,,,,,,,
535,17.833333,0.472355,-0.002077,0.04023,,,,,,,,,,,,,,
536,17.866667,0.472248,-0.00195,0.040217,,,,,,,,,,,,,,
537,17.9,0.47237,-0.00188,0.039639,,,,,,,,,,,,,,
538,17.933333,0.472307,-0.001796,0.039616,,,,,,,,,,,,,,
539,17.966667,0.472398,-0.001972,0.039809,,,,,,,,,,,,,,
540,18,0.472315,-0.001856,0.039769,,,,,,,,,,,,,,
541,18.033333,0.472392,-0.001837,0.039503,,,,,,,,,,,,,,
542,18.066667,0.472404,-0.001873,0.039588,,,,,,,,,,,,,,
543,18.1,0.472383,-0.001861,0.039613,,,,,,,,,,,,,,
544,18.133333,0.472429,-0.001852,0.039415,,,,,,,,,,,,,,
545,18.166667,0.472417,-0.001836,0.039429,,,,,,,,,,,,,,
546,18.2,0.472432,-0.001883,0.039465,,,,,,,,,,,,,,
547,18.233333,0.472441,-0.001854,0.039348,,,,,,,,,,,,,,
548,18.266667,0.472444,-0.001845,0.039304,,,,,,,,,,,,,,
549,18.3,0.472461,-0.001872,0.039333,,,,,,,,,,,,,,
550,18.333333,0.472456,-0.001859,0.039294,,,,,,,,,,,,,,
551,18.366667,0.472467,-0.001863,0.039227,,,,,,,,,,,,,,
552,18.4,0.472474,-0.001874,0.039244,,,,,,,,,,,,,,
553,18.433333,0.472472,-0.001871,0.039237,,,,,,,,,,,,,,
554,18.466667,0.472482,-0.001877,0.039176,,,,,,,,,,,,,,
555,18.5,0.472484,-0.001879,0.039176,,,,,,,,,,,,,,
556,18.533333,0.472486,-0.001886,0.039178,,,,,,,,,,,,,,
557,18.566667,0.472492,-0.001886,0.03914,,,,,,,,,,,,,,
558,18.6,0.472492,-0.001886,0.039125,,,,,,,,,,,,,,
559,18.633333,0.472496,-0.001893,0.039127,,,,,,,,,,,,,,
560,18.666667,0.472499,-0.001889,0.039105,,,,,,,,,,,,,,
561,18.7,0.472503,-0.001887,0.039083,,,,,,,,,,,,,,
562,18.733333,0.472506,-0.001892,0.039084,,,,,,,,,,,,,,
563,18.766667,0.47251,-0.001894,0.039075,,,,,,,,,,,,,,
564,18.8,0.472513,-0.001889,0.03905,,,,,,,,,,,,,,
565,18.833333,0.472515,-0.001895,0.039046,,,,,,,,,,,,,,
566,18.866667,0.472519,-0.0019,0.039036,,,,,,,,,,,,,,
567,18.9,0.472543,-0.001919,0.038938,,,,,,,,,,,,,,
568,18.933333,0.4726,-0.001936,0.038696,,,,,,,,,,,,,,
569,18.966667,0.472734,-0.00224,0.03806,,,,,,,,,,,,,,
570,19,0.472866,-0.002333,0.037143,,,,,,,,,,,,,,
571,19.033333,0.473099,-0.002621,0.036235,,,,,,,,,,,,,,
572,19.066667,0.473264,-0.002894,0.035367,,,,,,,,,,,,,,
573,19.1,0.473353,-0.00323,0.034775,,,,,,,,,,,,,,
574,19.133333,0.473368,-0.003261,0.034641,,,,,,,,,,,,,,
575,19.166667,0.473364,-0.003281,0.034633,,,,,,,,,,,,,,
576,19.2,0.473357,-0.00332,0.034431,,,,,,,,,,,,,,
577,19.233333,0.473341,-0.003341,0.034153,,,,,,,,,,,,,,
578,19.266667,0.47334,-0.003355,0.034,,,,,,,,,,,,,,
579,19.3,0.473338,-0.003348,0.034083,,,,,,,,,,,,,,
580,19.333333,0.473337,-0.003332,0.034169,,,,,,,,,,,,,,
581,19.366667,0.473338,-0.003339,0.034114,,,,,,,,,,,,,,
582,19.4,0.473338,-0.00334,0.034089,,,,,,,,,,,,,,
583,19.433333,0.473317,-0.003334,0.034238,,,,,,,,,,,,,,
584,19.466667,0.473301,-0.003317,0.034488,,,,,,,,,,,,,,
585,19.5,0.4733,-0.00328,0.03503,,,,,,,,,,,,,,
586,19.533333,0.473397,-0.003287,0.035657,,,,,,,,,,,,,,
587,19.566667,0.473581,-0.003235,0.036089,,,,,,,,,,,,,,
588,19.6,0.47373,-0.003186,0.036613,,,,,,,,,,,,,,
589,19.633333,0.473962,-0.002945,0.0373,,,,,,,,,,,,,,
590,19.666667,0.474125,-0.002842,0.037899,,,,,,,,,,,,,,
591,19.7,0.474295,-0.002662,0.038098,,,,,,,,,,,,,,
592,19.733333,0.474374,-0.002657,0.038294,,,,,,,,,,,,,,
593,19.766667,0.474462,-0.002602,0.038563,,,,,,,,,,,,,,
594,19.8,0.474515,-0.00256,0.038745,,,,,,,,,,,,,,
595,19.833333,0.474477,-0.002559,0.038552,,,,,,,,,,,,,,
596,19.866667,0.474436,-0.002568,0.038401,,,,,,,,,,,,,,
597,19.9,0.474442,-0.002576,0.038483,,,,,,,,,,,,,,
598,19.933333,0.474425,-0.002577,0.038398,,,,,,,,,,,,,,
599,19.966667,0.474405,-0.002595,0.038322,,,,,,,,,,,,,,
600,20,0.474417,-0.002579,0.03838,,,,,,,,,,,,,,
601,20.033333,0.474405,-0.002597,0.03833,,,,,,,,,,,,,,
602,20.066667,0.47439,-0.0026,0.038285,,,,,,,,,,,,,,
603,20.1,0.474392,-0.002601,0.038295,,,,,,,,,,,,,,
604,20.133333,0.474386,-0.002615,0.038233,,,,,,,,,,,,,,
605,20.166667,0.474373,-0.002621,0.038203,,,,,,,,,,,,,,
606,20.2,0.474372,-0.002624,0.038202,,,,,,,,,,,,,,
607,20.233333,0.474366,-0.002625,0.038172,,,,,,,,,,,,,,
608,20.266667,0.47436,-0.002628,0.038157,,,,,,,,,,,,,,
609,20.3,0.474356,-0.002625,0.038145,,,,,,,,,,,,,,
610,20.333333,0.474362,-0.002633,0.038122,,,,,,,,,,,,,,
611,20.366667,0.474356,-0.002638,0.038113,,,,,,,,,,,,,,
612,20.4,0.474353,-0.002634,0.038102,,,,,,,,,,,,,,
613,20.433333,0.47434,-0.002636,0.038086,,,,,,,,,,,,,,
614,20.466667,0.474339,-0.002636,0.038081,,,,,,,,,,,,,,
615,20.5,0.474334,-0.002623,0.03806,,,,,,,,,,,,,,
616,20.533333,0.474333,-0.002625,0.038052,,,,,,,,,,,,,,
617,20.566667,0.474332,-0.002626,0.038044,,,,,,,,,,,,,,
618,20.6,0.474328,-0.002627,0.038034,,,,,,,,,,,,,,
619,20.633333,0.474324,-0.002627,0.038027,,,,,,,,,,,,,,
620,20.666667,0.474327,-0.002625,0.038022,,,,,,,,,,,,,,
621,20.7,0.474326,-0.002628,0.038022,,,,,,,,,,,,,,
622,20.733333,0.474323,-0.002626,0.038014,,,,,,,,,,,,,,
623,20.766667,0.474322,-0.002629,0.038005,,,,,,,,,,,,,,
624,20.8,0.474317,-0.002629,0.037991,,,,,,,,,,,,,,
625,20.833333,0.474271,-0.002649,0.037779,,,,,,,,,,,,,,
626,20.866667,0.474108,-0.002816,0.037162,,,,,,,,,,,,,,
627,20.9,0.474021,-0.002914,0.036461,,,,,,,,,,,,,,
628,20.933333,0.473884,-0.003148,0.036022,,,,,,,,,,,,,,
629,20.966667,0.473847,-0.003201,0.035767,,,,,,,,,,,,,,
630,21,0.473842,-0.003242,0.035607,,,,,,,,,,,,,,
631,21.033333,0.473842,-0.003313,0.035211,,,,,,,,,,,,,,
632,21.066667,0.473837,-0.003348,0.03512,,,,,,,,,,,,,,
633,21.1,0.473848,-0.00335,0.035511,,,,,,,,,,,,,,
634,21.133333,0.473854,-0.00338,0.035465,,,,,,,,,,,,,,
635,21.166667,0.473878,-0.003409,0.035086,,,,,,,,,,,,,,
636,21.2,0.473893,-0.003462,0.035131,,,,,,,,,,,,,,
637,21.233333,0.473885,-0.003458,0.035281,,,,,,,,,,,,,,
638,21.266667,0.473891,-0.003458,0.03532,,,,,,,,,,,,,,
639,21.3,0.473882,-0.003465,0.035248,,,,,,,,,,,,,,
640,21.333333,0.473878,-0.003456,0.035287,,,,,,,,,,,,,,
641,21.366667,0.473876,-0.003432,0.035435,,,,,,,,,,,,,,
642,21.4,0.473858,-0.003386,0.035816,,,,,,,,,,,,,,
643,21.433333,0.473749,-0.003189,0.036754,,,,,,,,,,,,,,
644,21.466667,0.473463,-0.002751,0.037879,,,,,,,,,,,,,,
645,21.5,0.473274,-0.002503,0.039328,,,,,,,,,,,,,,
646,21.533333,0.47284,-0.002303,0.040701,,,,,,,,,,,,,,
647,21.566667,0.472699,-0.002397,0.041445,,,,,,,,,,,,,,
648,21.6,0.47255,-0.002204,0.041577,,,,,,,,,,,,,,
649,21.633333,0.472481,-0.002155,0.041735,,,,,,,,,,,,,,
650,21.666667,0.472165,-0.001895,0.042926,,,,,,,,,,,,,,
651,21.7,0.472188,-0.002192,0.04345,,,,,,,,,,,,,,
652,21.733333,0.472034,-0.001844,0.043251,,,,,,,,,,,,,,
653,21.766667,0.472226,-0.001903,0.042737,,,,,,,,,,,,,,
654,21.8,0.472159,-0.001857,0.042912,,,,,,,,,,,,,,
655,21.833333,0.472168,-0.00195,0.043074,,,,,,,,,,,,,,
656,21.866667,0.472208,-0.001878,0.042812,,,,,,,,,,,,,,
657,21.9,0.472188,-0.001827,0.042731,,,,,,,,,,,,,,
658,21.933333,0.472241,-0.001912,0.042773,,,,,,,,,,,,,,
659,21.966667,0.472219,-0.00186,0.042723,,,,,,,,,,,,,,
660,22,0.47224,-0.001848,0.042606,,,,,,,,,,,,,,
661,22.033333,0.472265,-0.001881,0.042626,,,,,,,,,,,,,,
662,22.066667,0.472244,-0.001858,0.042626,,,,,,,,,,,,,,
663,22.1,0.472275,-0.001872,0.042511,,,,,,,,,,,,,,
664,22.133333,0.472276,-0.001871,0.042515,,,,,,,,,,,,,,
665,22.166667,0.472282,-0.001878,0.042526,,,,,,,,,,,,,,
666,22.2,0.472294,-0.001893,0.04245,,,,,,,,,,,,,,
667,22.233333,0.472288,-0.001879,0.042437,,,,,,,,,,,,,,
668,22.266667,0.472296,-0.0019,0.042478,,,,,,,,,,,,,,
669,22.3,0.472294,-0.001886,0.042438,,,,,,,,,,,,,,
670,22.333333,0.472299,-0.001908,0.042376,,,,,,,,,,,,,,
671,22.366667,0.472306,-0.001904,0.0424,,,,,,,,,,,,,,
672,22.4,0.472309,-0.001902,0.042389,,,,,,,,,,,,,,
673,22.433333,0.472312,-0.001902,0.042326,,,,,,,,,,,,,,
674,22.466667,0.472313,-0.001906,0.042331,,,,,,,,,,,,,,
675,22.5,0.472314,-0.001923,0.042328,,,,,,,,,,,,,,
676,22.533333,0.472318,-0.001921,0.042289,,,,,,,,,,,,,,
677,22.566667,0.472321,-0.001921,0.042278,,,,,,,,,,,,,,
678,22.6,0.472324,-0.001926,0.042282,,,,,,,,,,,,,,
679,22.633333,0.472326,-0.001925,0.042256,,,,,,,,,,,,,,
680,22.666667,0.472335,-0.001925,0.042236,,,,,,,,,,,,,,
681,22.7,0.472333,-0.00193,0.042237,,,,,,,,,,,,,,
682,22.733333,0.472344,-0.001934,0.042198,,,,,,,,,,,,,,
683,22.766667,0.472387,-0.001947,0.042043,,,,,,,,,,,,,,
684,22.8,0.472466,-0.002101,0.041685,,,,,,,,,,,,,,
685,22.833333,0.472605,-0.002287,0.04092,,,,,,,,,,,,,,
686,22.866667,0.472767,-0.002395,0.040015,,,,,,,,,,,,,,
687,22.9,0.472968,-0.002758,0.039218,,,,,,,,,,,,,,
688,22.933333,0.47307,-0.003046,0.038427,,,,,,,,,,,,,,
689,22.966667,0.473173,-0.003226,0.037957,,,,,,,,,,,,,,
690,23,0.473173,-0.003261,0.037868,,,,,,,,,,,,,,
691,23.033333,0.473158,-0.003279,0.037832,,,,,,,,,,,,,,
692,23.066667,0.473137,-0.003351,0.037512,,,,,,,,,,,,,,
693,23.1,0.47314,-0.003353,0.037247,,,,,,,,,,,,,,
694,23.133333,0.47314,-0.003352,0.037233,,,,,,,,,,,,,,
695,23.166667,0.473135,-0.003338,0.037368,,,,,,,,,,,,,,
696,23.2,0.47314,-0.003327,0.037359,,,,,,,,,,,,,,
697,23.233333,0.47314,-0.003336,0.037283,,,,,,,,,,,,,,
698,23.266667,0.473137,-0.003333,0.037338,,,,,,,,,,,,,,
699,23.3,0.473133,-0.003301,0.037506,,,,,,,,,,,,,,
700,23.333333,0.473108,-0.00332,0.037849,,,,,,,,,,,,,,
701,23.366667,0.473146,-0.003311,0.038494,,,,,,,,,,,,,,
702,23.4,0.47325,-0.003264,0.039091,,,,,,,,,,,,,,
703,23.433333,0.473419,-0.003256,0.039545,,,,,,,,,,,,,,
704,23.466667,0.473612,-0.003151,0.040116,,,,,,,,,,,,,,
705,23.5,0.473906,-0.002822,0.040847,,,,,,,,,,,,,,
706,23.533333,0.474015,-0.0028,0.04139,,,,,,,,,,,,,,
707,23.566667,0.474181,-0.00264,0.041488,,,,,,,,,,,,,,
708,23.6,0.474245,-0.002662,0.041654,,,,,,,,,,,,,,
709,23.633333,0.474324,-0.002597,0.041895,,,,,,,,,,,,,,
710,23.666667,0.474379,-0.002564,0.042015,,,,,,,,,,,,,,
711,23.7,0.474327,-0.002573,0.041826,,,,,,,,,,,,,,
712,23.733333,0.474287,-0.002593,0.04173,,,,,,,,,,,,,,
713,23.766667,0.474312,-0.002584,0.041768,,,,,,,,,,,,,,
714,23.8,0.474277,-0.002592,0.041694,,,,,,,,,,,,,,
715,23.833333,0.474266,-0.002601,0.041657,,,,,,,,,,,,,,
716,23.866667,0.47428,-0.002592,0.041691,,,,,,,,,,,,,,
717,23.9,0.474264,-0.002603,0.041652,,,,,,,,,,,,,,
718,23.933333,0.474261,-0.002602,0.041619,,,,,,,,,,,,,,
719,23.966667,0.474261,-0.002604,0.041607,,,,,,,,,,,,,,
720,24,0.474244,-0.00262,0.04154,,,,,,,,,,,,,,
721,24.033333,0.474241,-0.002621,0.04152,,,,,,,,,,,,,,
722,24.066667,0.474235,-0.002627,0.041504,,,,,,,,,,,,,,
723,24.1,0.474233,-0.002624,0.041484,,,,,,,,,,,,,,
724,24.133333,0.47423,-0.002628,0.041473,,,,,,,,,,,,,,
725,24.166667,0.474225,-0.00265,0.041436,,,,,,,,,,,,,,
726,24.2,0.47422,-0.002654,0.041423,,,,,,,,,,,,,,
727,24.233333,0.474219,-0.002657,0.041414,,,,,,,,,,,,,,
728,24.266667,0.474216,-0.002652,0.041398,,,,,,,,,,,,,,
729,24.3,0.474212,-0.002656,0.041388,,,,,,,,,,,,,,
730,24.333333,0.474214,-0.002647,0.041377,,,,,,,,,,,,,,
731,24.366667,0.47421,-0.002655,0.041378,,,,,,,,,,,,,,
732,24.4,0.474211,-0.002649,0.041367,,,,,,,,,,,,,,
733,24.433333,0.474209,-0.002648,0.041352,,,,,,,,,,,,,,
734,24.466667,0.474207,-0.002652,0.04135,,,,,,,,,,,,,,
735,24.5,0.474202,-0.002651,0.04134,,,,,,,,,,,,,,
736,24.533333,0.474201,-0.002651,0.041325,,,,,,,,,,,,,,
737,24.566667,0.4742,-0.002646,0.041325,,,,,,,,,,,,,,
738,24.6,0.4742,-0.00265,0.041315,,,,,,,,,,,,,,
739,24.633333,0.474198,-0.002649,0.041304,,,,,,,,,,,,,,
740,24.666667,0.47418,-0.002662,0.041258,,,,,,,,,,,,,,
741,24.7,0.47412,-0.00267,0.041002,,,,,,,,,,,,,,
742,24.733333,0.47392,-0.002841,0.040285,,,,,,,,,,,,,,
743,24.766667,0.473794,-0.003036,0.039567,,,,,,,,,,,,,,
744,24.8,0.473714,-0.003169,0.039168,,,,,,,,,,,,,,
745,24.833333,0.47368,-0.003211,0.038962,,,,,,,,,,,,,,
746,24.866667,0.473685,-0.003252,0.038857,,,,,,,,,,,,,,
747,24.9,0.473638,-0.003355,0.038325,,,,,,,,,,,,,,
748,24.933333,0.47364,-0.003379,0.038393,,,,,,,,,,,,,,
749,24.966667,0.473626,-0.003361,0.038802,,,,,,,,,,,,,,
750,25,0.473639,-0.003376,0.03865,,,,,,,,,,,,,,
751,25.033333,0.473664,-0.003475,0.038301,,,,,,,,,,,,,,
752,25.066667,0.473672,-0.003475,0.038277,,,,,,,,,,,,,,
753,25.1,0.473665,-0.003457,0.038554,,,,,,,,,,,,,,
754,25.133333,0.473651,-0.003474,0.038627,,,,,,,,,,,,,,
755,25.166667,0.473658,-0.003486,0.038439,,,,,,,,,,,,,,
756,25.2,0.473655,-0.003478,0.038478,,,,,,,,,,,,,,
757,25.233333,0.473634,-0.003431,0.038766,,,,,,,,,,,,,,
758,25.266667,0.473651,-0.003394,0.039415,,,,,,,,,,,,,,
759,25.3,0.473458,-0.003018,0.040361,,,,,,,,,,,,,,
760,25.333333,0.473239,-0.002756,0.041408,,,,,,,,,,,,,,
761,25.366667,0.472843,-0.00252,0.042803,,,,,,,,,,,,,,
762,25.4,0.472584,-0.002471,0.043972,,,,,,,,,,,,,,
763,25.433333,0.472399,-0.002299,0.044519,,,,,,,,,,,,,,
764,25.466667,0.472302,-0.002238,0.044738,,,,,,,,,,,,,,
765,25.5,0.472032,-0.001962,0.045589,,,,,,,,,,,,,,
766,25.533333,0.471855,-0.002049,0.04676,,,,,,,,,,,,,,
767,25.566667,0.471799,-0.002074,0.046821,,,,,,,,,,,,,,
768,25.6,0.471804,-0.00187,0.046284,,,,,,,,,,,,,,
769,25.633333,0.471844,-0.001887,0.046145,,,,,,,,,,,,,,
770,25.666667,0.471879,-0.002002,0.04636,,,,,,,,,,,,,,
771,25.7,0.471817,-0.001902,0.046319,,,,,,,,,,,,,,
772,25.733333,0.471885,-0.001914,0.046082,,,,,,,,,,,,,,
