Format Version,1.23,Take Name,cturtlebot,Take Notes,,Capture Frame Rate,30.000000,Export Frame Rate,30.000000,Capture Start Time,2023-04-11 01.20.06.963 PM,Total Frames in Take,1056,Total Exported Frames,1056,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1080,Unlabeled 1080,Unlabeled 1080,Unlabeled 1081,Unlabeled 1081,Unlabeled 1081
,ID,"C3AE0","C3AE0","C3AE0","C3AF0","C3AF0","C3AF0"
,,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z
317,10.566667,0.471982,-0.003726,0.155677,0.445008,0.000361,0.172116
318,10.600000,0.471990,-0.003790,0.155129,0.445103,0.000280,0.171559
319,10.633333,0.472347,-0.003790,0.153849,0.445550,0.000290,0.170372
320,10.666667,0.472496,-0.003783,0.152736,0.445910,0.000368,0.169213
321,10.700000,0.472581,-0.003721,0.152153,0.446099,0.000336,0.168683
322,10.733333,0.472488,-0.003761,0.151810,0.446120,0.000367,0.168268
323,10.766667,0.472573,-0.003818,0.151341,0.446290,0.000359,0.167778
324,10.800000,0.472574,-0.003699,0.151106,0.446297,0.000328,0.167591
325,10.833333,0.472632,-0.003784,0.151273,0.446363,0.000369,0.167752
326,10.866667,0.472589,-0.003693,0.151172,0.446339,0.000367,0.167708
327,10.900000,0.472626,-0.003742,0.151280,0.446379,0.000422,0.167790
328,10.933333,0.472604,-0.003767,0.151242,0.446341,0.000367,0.167751
329,10.966667,0.472641,-0.003750,0.151315,0.446371,0.000412,0.167832
330,11.000000,0.472615,-0.003747,0.151252,0.446336,0.000400,0.167767
331,11.033333,0.472662,-0.003726,0.151305,0.446384,0.000437,0.167830
332,11.066667,0.472630,-0.003777,0.151284,0.446348,0.000373,0.167804
333,11.100000,0.472648,-0.003716,0.151298,0.446369,0.000440,0.167828
334,11.133333,0.472642,-0.003742,0.151283,0.446357,0.000412,0.167809
335,11.166667,0.472654,-0.003744,0.151313,0.446370,0.000414,0.167841
336,11.200000,0.472644,-0.003742,0.151295,0.446358,0.000417,0.167820
337,11.233333,0.472660,-0.003721,0.151303,0.446374,0.000431,0.167841
338,11.266667,0.472645,-0.003743,0.151303,0.446359,0.000407,0.167833
339,11.300000,0.472669,-0.003747,0.151332,0.446383,0.000430,0.167877
340,11.333333,0.472936,-0.003512,0.151593,0.446465,0.000627,0.168293
341,11.366667,0.473175,-0.003240,0.152252,0.446531,0.000835,0.169201
342,11.400000,0.473009,-0.003292,0.153181,0.446353,0.000586,0.170181
343,11.433333,0.472846,-0.003203,0.154030,0.446083,0.000666,0.170970
344,11.466667,0.472664,-0.003207,0.155076,0.445864,0.000707,0.171995
345,11.500000,0.472260,-0.003157,0.156398,0.445373,0.000662,0.173200
346,11.533333,0.472349,-0.003114,0.157556,0.445471,0.000755,0.174348
347,11.566667,0.472502,-0.003095,0.158975,0.445612,0.000798,0.175665
348,11.600000,0.472752,-0.003327,0.160536,0.445860,0.000527,0.177325
349,11.633333,0.473022,-0.003346,0.161663,0.446055,0.000570,0.178418
350,11.666667,0.473093,-0.003394,0.161918,0.446181,0.000454,0.178750
351,11.700000,0.473090,-0.003453,0.161886,0.446183,0.000420,0.178715
352,11.733333,0.473090,-0.003432,0.161920,0.446186,0.000435,0.178751
353,11.766667,0.473113,-0.003429,0.161907,0.446209,0.000453,0.178739
354,11.800000,0.473101,-0.003460,0.161916,0.446197,0.000428,0.178753
355,11.833333,0.473105,-0.003446,0.161976,0.446200,0.000427,0.178806
356,11.866667,0.473110,-0.003441,0.161967,0.446208,0.000440,0.178798
357,11.900000,0.473109,-0.003455,0.161977,0.446214,0.000426,0.178810
358,11.933333,0.473106,-0.003460,0.162019,0.446203,0.000412,0.178851
359,11.966667,0.473110,-0.003451,0.162013,0.446213,0.000430,0.178851
360,12.000000,0.473112,-0.003445,0.162019,0.446212,0.000428,0.178855
361,12.033333,0.473113,-0.003468,0.162046,0.446218,0.000414,0.178887
362,12.066667,0.473117,-0.003460,0.162049,0.446211,0.000421,0.178884
363,12.100000,0.472969,-0.003433,0.161978,0.446187,0.000395,0.178718
364,12.133333,0.472804,-0.003773,0.161420,0.446004,0.000239,0.177969
365,12.166667,0.473107,-0.003850,0.160633,0.446335,0.000191,0.177242
366,12.200000,0.473333,-0.003778,0.159478,0.446679,0.000317,0.176134
367,12.233333,0.473436,-0.003818,0.158556,0.446943,0.000372,0.175146
368,12.266667,0.473402,-0.003718,0.157991,0.447046,0.000318,0.174634
369,12.300000,0.473378,-0.003759,0.157556,0.447158,0.000339,0.174098
370,12.333333,0.473441,-0.003828,0.157143,0.447304,0.000328,0.173704
371,12.366667,0.473481,-0.003797,0.157192,0.447356,0.000364,0.173791
372,12.400000,0.473480,-0.003777,0.157176,0.447338,0.000366,0.173783
373,12.433333,0.473520,-0.003747,0.157213,0.447359,0.000405,0.173834
374,12.466667,0.473522,-0.003761,0.157213,0.447354,0.000380,0.173847
375,12.500000,0.473544,-0.003748,0.157229,0.447365,0.000406,0.173872
376,12.533333,0.473532,-0.003740,0.157223,0.447348,0.000404,0.173862
377,12.566667,0.473546,-0.003743,0.157244,0.447353,0.000405,0.173890
378,12.600000,0.473544,-0.003755,0.157242,0.447351,0.000394,0.173886
379,12.633333,0.473562,-0.003730,0.157243,0.447366,0.000425,0.173896
380,12.666667,0.473550,-0.003747,0.157243,0.447352,0.000405,0.173896
381,12.700000,0.473557,-0.003747,0.157262,0.447355,0.000402,0.173910
382,12.733333,0.473556,-0.003733,0.157247,0.447354,0.000418,0.173898
383,12.766667,0.473565,-0.003730,0.157256,0.447359,0.000421,0.173908
384,12.800000,0.473561,-0.003747,0.157258,0.447355,0.000408,0.173912
385,12.833333,0.473568,-0.003734,0.157260,0.447358,0.000413,0.173920
386,12.866667,0.473615,-0.003723,0.157263,0.447349,0.000442,0.173993
387,12.900000,0.474008,-0.003360,0.157888,0.447481,0.000621,0.174858
388,12.933333,0.474059,-0.003216,0.158335,0.447488,0.000785,0.175415
389,12.966667,0.474010,-0.003404,0.158964,0.447407,0.000636,0.176093
390,13.000000,0.473609,-0.003192,0.160543,0.446909,0.000543,0.177556
391,13.033333,0.473379,-0.003131,0.161901,0.446612,0.000612,0.178886
392,13.066667,0.473124,-0.003031,0.162849,0.446288,0.000652,0.179710
393,13.100000,0.473387,-0.003292,0.163608,0.446616,0.000727,0.180468
394,13.133333,0.473432,-0.003211,0.165536,0.446671,0.000669,0.182440
395,13.166667,0.474031,-0.003286,0.167600,0.447124,0.000541,0.184518
396,13.200000,0.474310,-0.003482,0.168503,0.447490,0.000424,0.185501
397,13.233333,0.474296,-0.003522,0.168743,0.447452,0.000315,0.185742
398,13.266667,0.474331,-0.003524,0.168770,0.447526,0.000395,0.185810
399,13.300000,0.474344,-0.003570,0.168657,0.447533,0.000368,0.185665
400,13.333333,0.474336,-0.003524,0.168757,0.447520,0.000379,0.185789
401,13.366667,0.474326,-0.003545,0.168727,0.447510,0.000361,0.185742
402,13.400000,0.474352,-0.003562,0.168687,0.447550,0.000390,0.185705
403,13.433333,0.474321,-0.003524,0.168760,0.447510,0.000370,0.185792
404,13.466667,0.474328,-0.003574,0.168693,0.447535,0.000361,0.185715
405,13.500000,0.474329,-0.003550,0.168712,0.447534,0.000381,0.185740
406,13.533333,0.474329,-0.003537,0.168726,0.447531,0.000387,0.185747
407,13.566667,0.474321,-0.003578,0.168693,0.447534,0.000359,0.185719
408,13.600000,0.474334,-0.003536,0.168731,0.447538,0.000387,0.185754
409,13.633333,0.474229,-0.003496,0.168753,0.447487,0.000334,0.185721
410,13.666667,0.474240,-0.003697,0.168297,0.447477,0.000330,0.185115
411,13.700000,0.474161,-0.003886,0.167808,0.447492,0.000224,0.184551
412,13.733333,0.474389,-0.003851,0.166519,0.447811,0.000217,0.183312
413,13.766667,0.474601,-0.003744,0.165391,0.448188,0.000313,0.182196
414,13.800000,0.474694,-0.003845,0.164737,0.448365,0.000264,0.181539
415,13.833333,0.474630,-0.003783,0.164268,0.448458,0.000323,0.181034
416,13.866667,0.474688,-0.003744,0.163780,0.448661,0.000301,0.180543
417,13.900000,0.474590,-0.003837,0.163520,0.448683,0.000187,0.180289
418,13.933333,0.474681,-0.003729,0.163636,0.448740,0.000281,0.180424
419,13.966667,0.474653,-0.003792,0.163578,0.448722,0.000240,0.180374
420,14.000000,0.474729,-0.003715,0.163673,0.448744,0.000297,0.180480
421,14.033333,0.474703,-0.003740,0.163623,0.448715,0.000272,0.180442
422,14.066667,0.474745,-0.003701,0.163677,0.448750,0.000341,0.180503
423,14.100000,0.474719,-0.003737,0.163649,0.448725,0.000285,0.180472
424,14.133333,0.474752,-0.003705,0.163691,0.448750,0.000336,0.180521
425,14.166667,0.474729,-0.003709,0.163656,0.448724,0.000301,0.180488
426,14.200000,0.474754,-0.003697,0.163693,0.448747,0.000336,0.180526
427,14.233333,0.474741,-0.003724,0.163675,0.448730,0.000295,0.180504
428,14.266667,0.474764,-0.003699,0.163692,0.448746,0.000345,0.180527
429,14.300000,0.474747,-0.003706,0.163679,0.448729,0.000310,0.180508
430,14.333333,0.474762,-0.003706,0.163699,0.448741,0.000338,0.180539
431,14.366667,0.474753,-0.003704,0.163680,0.448736,0.000332,0.180521
432,14.400000,0.474765,-0.003696,0.163691,0.448746,0.000351,0.180543
433,14.433333,0.474979,-0.003627,0.163854,0.448799,0.000480,0.180796
434,14.466667,0.475371,-0.003193,0.164547,0.448879,0.000670,0.181804
435,14.500000,0.475301,-0.003252,0.165381,0.448753,0.000680,0.182646
436,14.533333,0.475122,-0.003413,0.166226,0.448568,0.000474,0.183429
437,14.566667,0.474823,-0.003174,0.167269,0.448251,0.000585,0.184548
438,14.600000,0.474585,-0.003097,0.168611,0.447897,0.000823,0.185692
439,14.633333,0.474461,-0.003153,0.169773,0.447701,0.000652,0.186861
440,14.666667,0.474677,-0.003204,0.170980,0.447936,0.000795,0.187980
441,14.700000,0.474929,-0.003347,0.172397,0.448215,0.000675,0.189520
442,14.733333,0.475105,-0.003334,0.173781,0.448340,0.000594,0.190831
443,14.766667,0.475252,-0.003420,0.174216,0.448534,0.000474,0.191409
444,14.800000,0.475238,-0.003412,0.174250,0.448511,0.000456,0.191422
445,14.833333,0.475239,-0.003414,0.174260,0.448529,0.000470,0.191450
446,14.866667,0.475258,-0.003442,0.174248,0.448561,0.000477,0.191435
447,14.900000,0.475246,-0.003429,0.174282,0.448537,0.000456,0.191474
448,14.933333,0.475260,-0.003428,0.174295,0.448556,0.000470,0.191481
449,14.966667,0.475257,-0.003440,0.174296,0.448549,0.000456,0.191491
450,15.000000,0.475253,-0.003447,0.174315,0.448558,0.000446,0.191517
451,15.033333,0.475258,-0.003437,0.174317,0.448559,0.000451,0.191524
452,15.066667,0.475254,-0.003436,0.174324,0.448564,0.000458,0.191527
453,15.100000,0.475261,-0.003535,0.174398,0.448558,0.000437,0.191548
454,15.133333,0.475258,-0.003446,0.174348,0.448566,0.000441,0.191554
455,15.166667,0.475257,-0.003440,0.174353,0.448568,0.000443,0.191558
456,15.200000,0.475172,-0.003473,0.174486,0.448511,0.000401,0.191580
457,15.233333,0.475172,-0.003714,0.173910,0.448469,0.000333,0.190781
458,15.266667,0.475204,-0.003924,0.173264,0.448564,0.000235,0.190111
459,15.300000,0.475326,-0.003856,0.172275,0.448828,0.000312,0.189153
460,15.333333,0.475397,-0.003831,0.171172,0.449097,0.000364,0.188054
461,15.366667,0.475510,-0.003778,0.170546,0.449272,0.000266,0.187452
462,15.400000,0.475485,-0.003814,0.170153,0.449354,0.000312,0.186956
463,15.433333,0.475497,-0.003830,0.169736,0.449524,0.000296,0.186592
464,15.466667,0.475483,-0.003867,0.169608,0.449560,0.000283,0.186493
465,15.500000,0.475501,-0.003758,0.169701,0.449585,0.000323,0.186586
466,15.533333,0.475477,-0.003790,0.169668,0.449579,0.000306,0.186568
467,15.566667,0.475545,-0.003752,0.169721,0.449629,0.000367,0.186630
468,15.600000,0.475509,-0.003771,0.169690,0.449594,0.000338,0.186608
469,15.633333,0.475558,-0.003751,0.169740,0.449601,0.000348,0.186659
470,15.666667,0.475536,-0.003761,0.169719,0.449586,0.000332,0.186638
471,15.700000,0.475576,-0.003744,0.169738,0.449607,0.000366,0.186667
472,15.733333,0.475555,-0.003753,0.169723,0.449596,0.000346,0.186650
473,15.766667,0.475567,-0.003715,0.169760,0.449603,0.000361,0.186686
474,15.800000,0.475563,-0.003754,0.169731,0.449591,0.000358,0.186660
475,15.833333,0.475573,-0.003711,0.169760,0.449608,0.000365,0.186687
476,15.866667,0.475572,-0.003752,0.169740,0.449595,0.000359,0.186670
477,15.900000,0.475585,-0.003741,0.169754,0.449605,0.000367,0.186690
478,15.933333,0.475577,-0.003737,0.169746,0.449599,0.000368,0.186684
479,15.966667,0.475608,-0.003702,0.169778,0.449598,0.000391,0.186763
480,16.000000,0.475995,-0.003501,0.170207,0.449710,0.000536,0.187396
481,16.033333,0.476090,-0.003301,0.170708,0.449726,0.000757,0.188050
482,16.066667,0.476055,-0.003392,0.171516,0.449603,0.000569,0.188929
483,16.100000,0.475638,-0.003219,0.172948,0.449080,0.000459,0.190238
484,16.133333,0.475487,-0.003185,0.174103,0.448924,0.000695,0.191425
485,16.166667,0.475191,-0.003144,0.175185,0.448514,0.000625,0.192263
486,16.200000,0.475359,-0.003253,0.175867,0.448773,0.000668,0.193090
487,16.233333,0.475476,-0.003173,0.177328,0.448925,0.000688,0.194624
488,16.266667,0.475881,-0.003272,0.179184,0.449188,0.000634,0.196356
489,16.300000,0.476206,-0.003431,0.180016,0.449549,0.000424,0.197262
490,16.333333,0.476139,-0.003467,0.180336,0.449522,0.000452,0.197558
491,16.366667,0.476283,-0.003405,0.180477,0.449656,0.000563,0.197693
492,16.400000,0.476190,-0.003504,0.180381,0.449590,0.000477,0.197610
493,16.433333,0.476264,-0.003490,0.180433,0.449649,0.000516,0.197655
494,16.466667,0.476225,-0.003447,0.180525,0.449599,0.000510,0.197738
495,16.500000,0.476235,-0.003528,0.180437,0.449637,0.000494,0.197666
496,16.533333,0.476243,-0.003466,0.180528,0.449622,0.000503,0.197743
497,16.566667,0.476237,-0.003494,0.180520,0.449631,0.000500,0.197743
498,16.600000,0.476231,-0.003514,0.180515,0.449621,0.000487,0.197731
499,16.633333,0.476247,-0.003482,0.180565,0.449633,0.000499,0.197781
500,16.666667,0.476232,-0.003513,0.180534,0.449629,0.000488,0.197752
501,16.700000,0.476242,-0.003508,0.180554,0.449635,0.000502,0.197771
502,16.733333,0.476232,-0.003492,0.180612,0.449612,0.000480,0.197822
503,16.766667,0.476183,-0.003628,0.180348,0.449622,0.000353,0.197454
504,16.800000,0.475953,-0.003855,0.179654,0.449461,0.000205,0.196658
505,16.833333,0.476212,-0.003892,0.178876,0.449793,0.000211,0.195883
506,16.866667,0.476393,-0.003886,0.177700,0.450142,0.000258,0.194767
507,16.900000,0.476597,-0.003759,0.176940,0.450348,0.000362,0.194012
508,16.933333,0.476505,-0.003839,0.176409,0.450427,0.000281,0.193437
509,16.966667,0.476440,-0.003859,0.176027,0.450549,0.000236,0.193039
510,17.000000,0.476344,-0.003796,0.175624,0.450595,0.000302,0.192603
511,17.033333,0.476454,-0.003763,0.175707,0.450659,0.000368,0.192735
512,17.066667,0.476473,-0.003793,0.175671,0.450654,0.000371,0.192704
513,17.100000,0.476525,-0.003860,0.175790,0.450663,0.000367,0.192789
514,17.133333,0.476501,-0.003855,0.175771,0.450636,0.000353,0.192784
515,17.166667,0.476528,-0.003846,0.175801,0.450662,0.000368,0.192818
516,17.200000,0.476513,-0.003862,0.175789,0.450651,0.000363,0.192810
517,17.233333,0.476533,-0.003835,0.175804,0.450669,0.000377,0.192831
518,17.266667,0.476518,-0.003846,0.175804,0.450653,0.000284,0.192870
519,17.300000,0.476536,-0.003840,0.175820,0.450659,0.000372,0.192846
520,17.333333,0.476533,-0.003846,0.175807,0.450651,0.000366,0.192832
521,17.366667,0.476548,-0.003841,0.175825,0.450663,0.000379,0.192848
522,17.400000,0.476536,-0.003843,0.175812,0.450650,0.000359,0.192846
523,17.433333,0.476545,-0.003835,0.175823,0.450659,0.000374,0.192860
524,17.466667,0.476538,-0.003839,0.175815,0.450655,0.000377,0.192848
525,17.500000,0.476546,-0.003835,0.175833,0.450664,0.000298,0.192906
526,17.533333,0.476629,-0.003835,0.175832,0.450739,0.000344,0.193000
527,17.566667,0.477151,-0.003320,0.176600,0.450811,0.000743,0.193974
528,17.600000,0.477242,-0.003223,0.177232,0.450844,0.000683,0.194743
529,17.633333,0.477044,-0.003472,0.178092,0.450623,0.000556,0.195510
530,17.666667,0.476756,-0.003154,0.179342,0.450325,0.000600,0.196763
531,17.700000,0.476597,-0.003159,0.180525,0.450099,0.000720,0.197937
532,17.733333,0.476258,-0.003093,0.181596,0.449688,0.000503,0.198928
533,17.766667,0.476645,-0.003308,0.182487,0.450064,0.000766,0.199753
534,17.800000,0.476732,-0.003258,0.184216,0.450206,0.000599,0.201649
535,17.833333,0.477082,-0.003247,0.185823,0.450487,0.000515,0.203178
536,17.866667,0.477315,-0.003557,0.186462,0.450738,0.000429,0.203798
537,17.900000,0.477346,-0.003428,0.186673,0.450733,0.000368,0.204045
538,17.933333,0.477376,-0.003449,0.186709,0.450794,0.000417,0.204118
539,17.966667,0.477361,-0.003554,0.186585,0.450795,0.000427,0.203958
540,18.000000,0.477370,-0.003440,0.186721,0.450795,0.000421,0.204119
541,18.033333,0.477369,-0.003485,0.186716,0.450797,0.000387,0.204109
542,18.066667,0.477363,-0.003532,0.186675,0.450800,0.000391,0.204089
543,18.100000,0.477358,-0.003458,0.186781,0.450805,0.000407,0.204160
544,18.133333,0.477349,-0.003510,0.186721,0.450804,0.000383,0.204114
545,18.166667,0.477356,-0.003491,0.186763,0.450843,0.000359,0.204168
546,18.200000,0.477356,-0.003475,0.186779,0.450804,0.000396,0.204172
547,18.233333,0.477374,-0.003512,0.186727,0.450806,0.000380,0.204133
548,18.266667,0.477369,-0.003482,0.186794,0.450846,0.000364,0.204205
549,18.300000,0.477303,-0.003459,0.186859,0.450747,0.000368,0.204206
550,18.333333,0.477312,-0.003782,0.186317,0.450712,0.000304,0.203441
551,18.366667,0.477152,-0.003937,0.185837,0.450715,0.000185,0.202921
552,18.400000,0.477328,-0.003881,0.184805,0.451034,0.000221,0.201887
553,18.433333,0.477424,-0.003838,0.183623,0.451306,0.000296,0.200704
554,18.466667,0.477658,-0.003793,0.182838,0.451591,0.000229,0.200011
555,18.500000,0.477473,-0.003807,0.182411,0.451567,0.000263,0.199492
556,18.533333,0.477594,-0.003847,0.182147,0.451773,0.000300,0.199233
557,18.566667,0.477525,-0.003877,0.181921,0.451768,0.000224,0.199003
558,18.600000,0.477596,-0.003791,0.182081,0.451809,0.000310,0.199176
559,18.633333,0.477512,-0.003833,0.181982,0.451775,0.000260,0.199095
560,18.666667,0.477637,-0.003787,0.182082,0.451840,0.000344,0.199202
561,18.700000,0.477586,-0.003817,0.182015,0.451795,0.000287,0.199145
562,18.733333,0.477636,-0.003778,0.182100,0.451826,0.000336,0.199226
563,18.766667,0.477593,-0.003797,0.182045,0.451792,0.000294,0.199179
564,18.800000,0.477645,-0.003785,0.182099,0.451831,0.000341,0.199231
565,18.833333,0.477612,-0.003801,0.182054,0.451801,0.000312,0.199190
566,18.866667,0.477649,-0.003781,0.182101,0.451823,0.000331,0.199239
567,18.900000,0.477620,-0.003796,0.182070,0.451800,0.000310,0.199209
568,18.933333,0.477649,-0.003783,0.182107,0.451825,0.000340,0.199244
569,18.966667,0.477624,-0.003797,0.182075,0.451803,0.000311,0.199213
570,19.000000,0.477650,-0.003779,0.182105,0.451820,0.000342,0.199249
571,19.033333,0.477631,-0.003789,0.182082,0.451804,0.000316,0.199230
572,19.066667,0.477663,-0.003781,0.182112,0.451820,0.000343,0.199262
573,19.100000,0.477965,-0.003663,0.182319,0.451913,0.000484,0.199590
574,19.133333,0.478283,-0.003281,0.182909,0.452023,0.000709,0.200491
575,19.166667,0.478143,-0.003382,0.183815,0.451901,0.000587,0.201437
576,19.200000,0.477910,-0.003350,0.184953,0.451573,0.000542,0.202430
577,19.233333,0.477792,-0.003166,0.185899,0.451413,0.000621,0.203468
578,19.266667,0.477510,-0.003216,0.186997,0.451067,0.000583,0.204497
579,19.300000,0.477528,-0.003247,0.188124,0.451074,0.000577,0.205627
580,19.333333,0.477785,-0.003236,0.189538,0.451330,0.000749,0.206963
581,19.366667,0.478039,-0.003289,0.191251,0.451507,0.000550,0.208728
582,19.400000,0.478315,-0.003540,0.192383,0.451741,0.000340,0.209834
583,19.433333,0.478378,-0.003501,0.192701,0.451895,0.000402,0.210203
584,19.466667,0.478458,-0.003408,0.192777,0.451934,0.000437,0.210285
585,19.500000,0.478408,-0.003532,0.192657,0.451916,0.000387,0.210166
586,19.533333,0.478458,-0.003465,0.192765,0.451942,0.000419,0.210272
587,19.566667,0.478445,-0.003459,0.192821,0.451936,0.000411,0.210337
588,19.600000,0.478432,-0.003520,0.192765,0.451939,0.000401,0.210280
589,19.633333,0.478466,-0.003455,0.192856,0.451952,0.000428,0.210368
590,19.666667,0.478451,-0.003484,0.192854,0.451948,0.000401,0.210369
591,19.700000,0.478445,-0.003494,0.192852,0.451948,0.000406,0.210364
592,19.733333,0.478461,-0.003564,0.192961,0.451961,0.000412,0.210419
593,19.766667,0.478455,-0.003494,0.192883,0.451953,0.000399,0.210401
594,19.800000,0.478456,-0.003577,0.192969,0.451957,0.000412,0.210427
595,19.833333,0.478461,-0.003568,0.192978,0.451953,0.000414,0.210453
596,19.866667,0.478326,-0.003521,0.192886,0.451940,0.000374,0.210272
597,19.900000,0.478200,-0.003843,0.192289,0.451765,0.000185,0.209517
598,19.933333,0.478417,-0.003942,0.191544,0.452071,0.000176,0.208748
599,19.966667,0.478558,-0.003902,0.190412,0.452331,0.000243,0.207631
600,20.000000,0.478725,-0.003870,0.189501,0.452584,0.000273,0.206744
601,20.033333,0.478613,-0.003880,0.188961,0.452658,0.000236,0.206140
602,20.066667,0.478540,-0.003841,0.188589,0.452741,0.000185,0.205771
603,20.100000,0.478541,-0.003903,0.188144,0.452817,0.000243,0.205280
604,20.133333,0.478602,-0.003852,0.188167,0.452884,0.000301,0.205337
605,20.166667,0.478641,-0.003834,0.188165,0.452883,0.000264,0.205380
606,20.200000,0.478676,-0.003809,0.188201,0.452895,0.000289,0.205409
607,20.233333,0.478701,-0.003819,0.188209,0.452903,0.000292,0.205439
608,20.266667,0.478713,-0.003806,0.188209,0.452899,0.000295,0.205451
609,20.300000,0.478710,-0.003797,0.188219,0.452892,0.000291,0.205459
610,20.333333,0.478721,-0.003804,0.188229,0.452896,0.000294,0.205469
611,20.366667,0.478725,-0.003798,0.188227,0.452899,0.000305,0.205478
612,20.400000,0.478733,-0.003794,0.188233,0.452905,0.000305,0.205481
613,20.433333,0.478730,-0.003795,0.188232,0.452901,0.000308,0.205485
614,20.466667,0.478737,-0.003792,0.188233,0.452900,0.000303,0.205488
615,20.500000,0.478733,-0.003791,0.188239,0.452899,0.000312,0.205493
616,20.533333,0.478740,-0.003795,0.188243,0.452902,0.000313,0.205497
617,20.566667,0.478743,-0.003785,0.188241,0.452901,0.000305,0.205503
618,20.600000,0.478741,-0.003788,0.188245,0.452902,0.000312,0.205503
619,20.633333,0.478783,-0.003793,0.188234,0.452934,0.000328,0.205556
620,20.666667,0.479205,-0.003383,0.188781,0.453144,0.000580,0.206367
621,20.700000,0.479266,-0.003303,0.189431,0.453085,0.000764,0.207087
622,20.733333,0.479079,-0.003528,0.190421,0.452824,0.000510,0.208073
623,20.766667,0.478866,-0.003286,0.191753,0.452499,0.000583,0.209308
624,20.800000,0.478743,-0.003171,0.192688,0.452333,0.000650,0.210313
625,20.833333,0.478434,-0.003305,0.193596,0.452008,0.000538,0.211071
626,20.866667,0.478580,-0.003312,0.194600,0.452226,0.000789,0.212132
627,20.900000,0.478772,-0.003200,0.196509,0.452434,0.000711,0.214113
628,20.933333,0.479336,-0.003357,0.198114,0.452837,0.000504,0.215663
629,20.966667,0.479446,-0.003666,0.198719,0.453026,0.000391,0.216242
630,21.000000,0.479560,-0.003514,0.198968,0.453113,0.000478,0.216524
631,21.033333,0.479568,-0.003539,0.199032,0.453141,0.000461,0.216630
632,21.066667,0.479552,-0.003658,0.198876,0.453156,0.000452,0.216423
633,21.100000,0.479563,-0.003543,0.199037,0.453153,0.000463,0.216627
634,21.133333,0.479570,-0.003580,0.199056,0.453158,0.000372,0.216682
635,21.166667,0.479559,-0.003637,0.198991,0.453164,0.000426,0.216572
636,21.200000,0.479579,-0.003562,0.199110,0.453160,0.000377,0.216745
637,21.233333,0.479571,-0.003625,0.199049,0.453171,0.000361,0.216684
638,21.266667,0.479566,-0.003606,0.199067,0.453166,0.000424,0.216660
639,21.300000,0.479580,-0.003583,0.199123,0.453171,0.000369,0.216762
640,21.333333,0.479572,-0.003632,0.199071,0.453173,0.000346,0.216705
641,21.366667,0.479580,-0.003599,0.199119,0.453176,0.000365,0.216756
642,21.400000,0.479508,-0.003561,0.199178,0.453118,0.000330,0.216780
643,21.433333,0.479561,-0.003800,0.198770,0.453165,0.000361,0.216147
644,21.466667,0.479389,-0.003845,0.198312,0.453010,0.000153,0.215686
645,21.500000,0.479558,-0.003999,0.197271,0.453327,0.000200,0.214618
646,21.533333,0.479731,-0.003963,0.196213,0.453633,0.000319,0.213550
647,21.566667,0.479848,-0.003848,0.195338,0.453886,0.000264,0.212729
648,21.600000,0.479803,-0.003878,0.194807,0.453993,0.000272,0.212145
649,21.633333,0.479827,-0.003912,0.194520,0.454165,0.000287,0.211866
650,21.666667,0.479713,-0.003979,0.194256,0.454116,0.000173,0.211551
651,21.700000,0.479808,-0.003884,0.194402,0.454193,0.000276,0.211753
652,21.733333,0.479780,-0.003934,0.194325,0.454146,0.000221,0.211679
653,21.766667,0.479873,-0.003870,0.194424,0.454213,0.000305,0.211803
654,21.800000,0.479817,-0.003905,0.194352,0.454170,0.000258,0.211739
655,21.833333,0.479868,-0.003861,0.194431,0.454211,0.000313,0.211820
656,21.866667,0.479824,-0.003895,0.194382,0.454175,0.000268,0.211771
657,21.900000,0.479874,-0.003851,0.194434,0.454211,0.000315,0.211832
658,21.933333,0.479842,-0.003877,0.194391,0.454178,0.000278,0.211791
659,21.966667,0.479877,-0.003857,0.194435,0.454209,0.000311,0.211839
660,22.000000,0.479856,-0.003879,0.194402,0.454185,0.000290,0.211805
661,22.033333,0.479882,-0.003855,0.194436,0.454209,0.000310,0.211842
662,22.066667,0.479857,-0.003876,0.194410,0.454186,0.000285,0.211814
663,22.100000,0.479884,-0.003853,0.194437,0.454205,0.000311,0.211843
664,22.133333,0.479863,-0.003865,0.194418,0.454190,0.000292,0.211825
665,22.166667,0.479882,-0.003855,0.194439,0.454207,0.000309,0.211848
666,22.200000,0.480064,-0.003802,0.194535,0.454251,0.000416,0.212030
667,22.233333,0.480486,-0.003413,0.195166,0.454344,0.000577,0.213016
668,22.266667,0.480462,-0.003311,0.196029,0.454273,0.000695,0.213829
669,22.300000,0.480240,-0.003501,0.196864,0.454051,0.000471,0.214651
670,22.333333,0.479999,-0.003255,0.198049,0.453758,0.000565,0.215816
671,22.366667,0.479784,-0.003186,0.199281,0.453488,0.000635,0.217025
672,22.400000,0.479763,-0.003277,0.200329,0.453436,0.000592,0.218063
673,22.433333,0.480011,-0.003236,0.201373,0.453740,0.000693,0.219075
674,22.466667,0.480333,-0.003284,0.202805,0.454001,0.000645,0.220544
675,22.500000,0.480500,-0.003353,0.204170,0.454139,0.000438,0.221831
