Frame,Time (Seconds),X,Y,Z
616,20.533333,0.205548,-0.003032,0.327334
617,20.566667,0.205484,-0.003072,0.327014
618,20.6,0.205418,-0.003035,0.326693
619,20.633333,0.205402,-0.002954,0.326268
620,20.666667,0.205442,-0.002897,0.326014
621,20.7,0.205409,-0.00288,0.326157
622,20.733333,0.2054,-0.00289,0.326254
623,20.766667,0.205437,-0.002868,0.326096
624,20.8,0.205445,-0.002854,0.326051
625,20.833333,0.205438,-0.002839,0.326168
626,20.866667,0.205446,-0.002837,0.326156
627,20.9,0.205464,-0.002823,0.326053
628,20.933333,0.205468,-0.002813,0.326086
629,20.966667,0.20546,-0.002807,0.326157
630,21,0.205471,-0.002803,0.326107
631,21.033333,0.205481,-0.002788,0.326051
632,21.066667,0.205478,-0.002782,0.326105
633,21.1,0.205479,-0.002795,0.326136
634,21.133333,0.205483,-0.002779,0.326073
635,21.166667,0.205487,-0.002781,0.326054
636,21.2,0.205482,-0.002779,0.326121
637,21.233333,0.205487,-0.002788,0.326104
638,21.266667,0.205492,-0.002769,0.326053
639,21.3,0.205492,-0.002777,0.326073
640,21.333333,0.205487,-0.002773,0.326116
641,21.366667,0.205496,-0.002767,0.326076
642,21.4,0.2055,-0.002761,0.32605
643,21.433333,0.205499,-0.002771,0.326085
644,21.466667,0.205496,-0.00276,0.326097
645,21.5,0.205503,-0.00275,0.326056
646,21.533333,0.205506,-0.002764,0.326061
647,21.566667,0.205502,-0.002763,0.32609
648,21.6,0.205505,-0.002744,0.326074
649,21.633333,0.205509,-0.002748,0.326047
650,21.666667,0.205563,-0.002721,0.326027
651,21.7,0.205697,-0.002463,0.325976
652,21.733333,0.205958,-0.002134,0.325728
653,21.766667,0.206293,-0.001858,0.325467
654,21.8,0.206446,-0.00176,0.325668
655,21.833333,0.206762,-0.001787,0.32597
656,21.866667,0.207027,-0.001559,0.326525
657,21.9,0.207243,-0.001612,0.327309
658,21.933333,0.207093,-0.001803,0.328711
659,21.966667,0.207299,-0.001799,0.33084
660,22,0.207657,-0.001827,0.332614
661,22.033333,0.207866,-0.002013,0.334003
662,22.066667,0.207831,-0.00179,0.335209
663,22.1,0.207999,-0.001811,0.335684
664,22.133333,0.208049,-0.001955,0.335596
665,22.166667,0.208083,-0.001987,0.335711
666,22.2,0.208235,-0.002146,0.335578
667,22.233333,0.208408,-0.002327,0.334816
668,22.266667,0.208603,-0.002263,0.333426
669,22.3,0.208826,-0.002443,0.331624
670,22.333333,0.208943,-0.002482,0.33065
671,22.366667,0.209034,-0.002581,0.330577
672,22.4,0.209139,-0.002734,0.330322
673,22.433333,0.209231,-0.002755,0.329277
674,22.466667,0.209295,-0.002774,0.328387
675,22.5,0.209372,-0.002814,0.328267
676,22.533333,0.209411,-0.002844,0.328064
677,22.566667,0.209428,-0.002831,0.327458
678,22.6,0.209439,-0.002797,0.327179
679,22.633333,0.209408,-0.00274,0.327459
680,22.666667,0.209404,-0.002804,0.327579
681,22.7,0.209418,-0.002729,0.327328
682,22.733333,0.209415,-0.002765,0.327247
683,22.766667,0.209405,-0.002733,0.327448
684,22.8,0.209397,-0.002725,0.327412
685,22.833333,0.209401,-0.002723,0.327246
686,22.866667,0.209395,-0.002711,0.327337
687,22.9,0.209384,-0.002722,0.327429
688,22.933333,0.209391,-0.00269,0.327319
689,22.966667,0.209394,-0.002715,0.327274
690,23,0.209386,-0.002696,0.327391
691,23.033333,0.209383,-0.002696,0.327378
692,23.066667,0.209387,-0.002703,0.327289
693,23.1,0.209382,-0.002699,0.32733
694,23.133333,0.20938,-0.0027,0.327378
695,23.166667,0.209382,-0.002691,0.327323
696,23.2,0.209378,-0.002704,0.327294
697,23.233333,0.209375,-0.002691,0.327352
698,23.266667,0.209373,-0.002692,0.327346
699,23.3,0.209378,-0.002695,0.327298
700,23.333333,0.209374,-0.00269,0.327319
701,23.366667,0.209372,-0.002691,0.327346
702,23.4,0.209374,-0.002685,0.32732
703,23.433333,0.209374,-0.002694,0.327302
704,23.466667,0.209373,-0.002681,0.327333
705,23.5,0.209367,-0.002679,0.327331
706,23.533333,0.20937,-0.002685,0.327304
707,23.566667,0.209363,-0.00268,0.327303
708,23.6,0.209341,-0.002651,0.327261
709,23.633333,0.209049,-0.002364,0.327206
710,23.666667,0.208826,-0.001738,0.327123
711,23.7,0.208681,-0.001636,0.326673
712,23.733333,0.208658,-0.001695,0.326678
713,23.766667,0.208524,-0.001846,0.327491
714,23.8,0.208284,-0.001504,0.329315
715,23.833333,0.207957,-0.001486,0.332134
716,23.866667,0.207389,-0.001697,0.335961
717,23.9,0.207049,-0.001794,0.339392
718,23.933333,0.206927,-0.001934,0.340783
719,23.966667,0.206898,-0.00211,0.341022
720,24,0.206878,-0.002294,0.341373
721,24.033333,0.206736,-0.002425,0.341546
722,24.066667,0.206716,-0.002404,0.341415
723,24.1,0.206529,-0.002505,0.341202
724,24.133333,0.206432,-0.002822,0.340425
725,24.166667,0.206185,-0.002967,0.339515
726,24.2,0.205951,-0.00318,0.338722
727,24.233333,0.205778,-0.003257,0.338257
728,24.266667,0.205271,-0.003192,0.338056
729,24.3,0.204998,-0.003239,0.337319
730,24.333333,0.204741,-0.003187,0.336522
731,24.366667,0.204588,-0.003104,0.335968
732,24.4,0.204552,-0.003126,0.33552
733,24.433333,0.204499,-0.003114,0.335174
734,24.466667,0.204497,-0.003104,0.33478
735,24.5,0.2045,-0.003007,0.334444
736,24.533333,0.20451,-0.002941,0.334343
737,24.566667,0.204491,-0.00297,0.334463
738,24.6,0.204493,-0.002951,0.334467
739,24.633333,0.204517,-0.002919,0.334365
740,24.666667,0.204524,-0.00289,0.334366
741,24.7,0.204526,-0.002887,0.334408
742,24.733333,0.204533,-0.002887,0.334414
743,24.766667,0.204549,-0.002849,0.334359
744,24.8,0.204552,-0.002847,0.334362
745,24.833333,0.20456,-0.002831,0.334409
746,24.866667,0.204563,-0.002828,0.334387
747,24.9,0.204566,-0.002833,0.33435
748,24.933333,0.204572,-0.002816,0.334369
749,24.966667,0.204569,-0.002815,0.334394
750,25,0.204575,-0.002804,0.334364
751,25.033333,0.20458,-0.002802,0.334353
752,25.066667,0.204583,-0.00281,0.334371
753,25.1,0.204578,-0.002798,0.334377
754,25.133333,0.204585,-0.002797,0.334349
755,25.166667,0.204589,-0.002794,0.334351
756,25.2,0.204589,-0.002795,0.33437
757,25.233333,0.20459,-0.002794,0.334361
758,25.266667,0.204593,-0.002782,0.334346
759,25.3,0.204594,-0.002786,0.334356
760,25.333333,0.204591,-0.002782,0.334364
761,25.366667,0.204604,-0.002781,0.334344
762,25.4,0.204601,-0.00278,0.334346
763,25.433333,0.204599,-0.002774,0.334356
764,25.466667,0.2046,-0.002776,0.334358
765,25.5,0.204619,-0.002776,0.334328
766,25.533333,0.204669,-0.002709,0.334313
767,25.566667,0.204816,-0.002445,0.334272
768,25.6,0.205143,-0.002114,0.33403
769,25.633333,0.20547,-0.001821,0.333875
770,25.666667,0.205672,-0.001808,0.334042
771,25.7,0.206059,-0.001809,0.334324
772,25.733333,0.206266,-0.001529,0.334955
773,25.766667,0.206277,-0.001649,0.335862
774,25.8,0.206241,-0.001835,0.337318
775,25.833333,0.206495,-0.001729,0.339079
776,25.866667,0.206872,-0.001771,0.340382
777,25.9,0.207033,-0.001884,0.341913
778,25.933333,0.206949,-0.001927,0.343625
779,25.966667,0.207191,-0.001993,0.343992
780,26,0.207261,-0.001947,0.343347
781,26.033333,0.20736,-0.00195,0.343073
782,26.066667,0.20748,-0.002316,0.343094
783,26.1,0.207649,-0.002408,0.342891
784,26.133333,0.207885,-0.002388,0.34168
785,26.166667,0.208111,-0.002533,0.339473
786,26.2,0.208294,-0.002444,0.33823
787,26.233333,0.20836,-0.002656,0.338248
788,26.266667,0.208422,-0.002788,0.338224
789,26.3,0.20857,-0.002791,0.33715
790,26.333333,0.20867,-0.002824,0.33616
791,26.366667,0.208711,-0.002914,0.335912
792,26.4,0.208761,-0.002835,0.335905
793,26.433333,0.20876,-0.002891,0.335482
794,26.466667,0.208773,-0.002756,0.335262
795,26.5,0.20874,-0.002785,0.335511
796,26.533333,0.208737,-0.002819,0.335584
797,26.566667,0.208761,-0.002748,0.335349
798,26.6,0.208744,-0.002789,0.335287
799,26.633333,0.208729,-0.002728,0.335481
800,26.666667,0.208722,-0.002766,0.335399
801,26.7,0.208736,-0.002732,0.335286
802,26.733333,0.208716,-0.002721,0.335385
803,26.766667,0.208713,-0.002752,0.335436
804,26.8,0.208722,-0.002701,0.335329
805,26.833333,0.208712,-0.002729,0.33531
806,26.866667,0.208713,-0.002707,0.335421
807,26.9,0.208706,-0.002732,0.33536
808,26.933333,0.20871,-0.002707,0.335304
809,26.966667,0.208705,-0.002709,0.33536
810,27,0.2087,-0.002723,0.335382
811,27.033333,0.208708,-0.002691,0.335328
812,27.066667,0.208704,-0.002712,0.335318
813,27.1,0.2087,-0.002702,0.335367
814,27.133333,0.2087,-0.002706,0.335342
815,27.166667,0.208703,-0.002695,0.335315
816,27.2,0.208701,-0.002694,0.335332
817,27.233333,0.208694,-0.002714,0.335349
818,27.266667,0.208702,-0.00269,0.33533
819,27.3,0.2087,-0.0027,0.335313
820,27.333333,0.208697,-0.002688,0.33534
821,27.366667,0.208694,-0.002708,0.335344
822,27.4,0.2087,-0.002694,0.335314
823,27.433333,0.208688,-0.002681,0.335304
824,27.466667,0.208569,-0.002633,0.33525
825,27.5,0.208326,-0.002163,0.335214
826,27.533333,0.208093,-0.001573,0.335024
827,27.566667,0.208011,-0.001632,0.334654
828,27.6,0.207892,-0.001775,0.335039
829,27.633333,0.20779,-0.001766,0.33623
830,27.666667,0.207481,-0.001422,0.338493
831,27.7,0.206962,-0.001616,0.341393
832,27.733333,0.206453,-0.001816,0.344866
833,27.766667,0.206145,-0.00184,0.347476
834,27.8,0.206069,-0.00191,0.348469
835,27.833333,0.206015,-0.002154,0.349034
836,27.866667,0.205913,-0.002318,0.349655
837,27.9,0.205854,-0.002306,0.3493
838,27.933333,0.205821,-0.0024,0.348975
839,27.966667,0.205585,-0.002679,0.348976
840,28,0.2055,-0.002869,0.348255
841,28.033333,0.205242,-0.003101,0.347225
842,28.066667,0.205052,-0.003222,0.346418
843,28.1,0.204716,-0.003149,0.346187
844,28.133333,0.204269,-0.003216,0.345758
845,28.166667,0.204117,-0.003266,0.344934
846,28.2,0.203942,-0.003194,0.344346
847,28.233333,0.203866,-0.003155,0.343797
848,28.266667,0.203813,-0.003093,0.343294
849,28.3,0.203781,-0.003093,0.342833
850,28.333333,0.203755,-0.003015,0.342509
851,28.366667,0.203773,-0.002988,0.34225
852,28.4,0.20379,-0.002948,0.342268
853,28.433333,0.203768,-0.002959,0.342348
854,28.466667,0.203777,-0.002927,0.342325
855,28.5,0.203813,-0.002914,0.342256
856,28.533333,0.203822,-0.002903,0.342248
857,28.566667,0.203805,-0.002887,0.34232
858,28.6,0.203827,-0.002883,0.342282
859,28.633333,0.203843,-0.002856,0.342224
860,28.666667,0.203841,-0.002857,0.342254
861,28.7,0.203837,-0.002845,0.342286
862,28.733333,0.203849,-0.002844,0.342242
863,28.766667,0.203855,-0.002831,0.342224
864,28.8,0.203849,-0.002832,0.342257
865,28.833333,0.203853,-0.00283,0.342258
866,28.866667,0.20386,-0.002823,0.342224
867,28.9,0.203862,-0.002812,0.342226
868,28.933333,0.203861,-0.00282,0.342254
869,28.966667,0.203866,-0.002814,0.342239
870,29,0.203869,-0.002808,0.342215
871,29.033333,0.203869,-0.00281,0.342228
872,29.066667,0.203868,-0.0028,0.342241
873,29.1,0.203871,-0.002802,0.342225
874,29.133333,0.203873,-0.002798,0.342214
875,29.166667,0.203874,-0.002797,0.342228
876,29.2,0.203877,-0.002794,0.342229
877,29.233333,0.203881,-0.002799,0.342212
878,29.266667,0.203881,-0.002793,0.342214
879,29.3,0.203881,-0.00279,0.342229
880,29.333333,0.203882,-0.002787,0.342219
881,29.366667,0.203912,-0.002764,0.342193
882,29.4,0.203954,-0.002677,0.342184
883,29.433333,0.204176,-0.002404,0.342072
884,29.466667,0.204507,-0.001917,0.341808
885,29.5,0.204806,-0.001792,0.341731
886,29.533333,0.204928,-0.001823,0.342015
887,29.566667,0.205333,-0.001744,0.342303
888,29.6,0.205457,-0.001508,0.342868
889,29.633333,0.205438,-0.001681,0.343769
890,29.666667,0.205385,-0.001876,0.34558
891,29.7,0.20569,-0.001808,0.347726
892,29.733333,0.205945,-0.00194,0.349446
893,29.766667,0.205996,-0.001999,0.351088
894,29.8,0.205995,-0.001956,0.352192
895,29.833333,0.206225,-0.002017,0.352001
896,29.866667,0.206208,-0.001921,0.351573
897,29.9,0.206408,-0.002099,0.351316
898,29.933333,0.206523,-0.002371,0.351091
